Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source,EID
"Zander K.K., Drucker A.G.","23502639000;14037196500;","Conserving what's important: Using choice model scenarios to value local cattle breeds in East Africa",2008,"Ecological Economics","68","1-2",,"34","45",,39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53649091748&doi=10.1016%2fj.ecolecon.2008.01.023&partnerID=40&md5=e35b2a4df172880d1ab514df0a25669b",Article,Scopus,2-s2.0-53649091748
"Ladenburg J., Olsen S.B.","16310323400;20535258800;","Gender-specific starting point bias in choice experiments: Evidence from an empirical study",2008,"Journal of Environmental Economics and Management","56","3",,"275","285",,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56549087229&doi=10.1016%2fj.jeem.2008.01.004&partnerID=40&md5=4c37b115efd3d9ca370a05d956b93d98",Article,Scopus,2-s2.0-56549087229
"Travisi C.M., Nijkamp P.","11141310800;7102958684;","Valuing environmental and health risk in agriculture: A choice experiment approach to pesticides in Italy",2008,"Ecological Economics","67","4",,"598","607",,45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52049103557&doi=10.1016%2fj.ecolecon.2008.01.011&partnerID=40&md5=cdc7a6014ff4497cb60733392d15d39f",Article,Scopus,2-s2.0-52049103557
"Casey J.F., Kahn J.R., Rivas A.A.F.","9045024900;7402544541;56375719200;","Willingness to accept compensation for the environmental risks of oil transport on the Amazon: A choice modeling experiment",2008,"Ecological Economics","67","4",,"552","559",,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52049092532&doi=10.1016%2fj.ecolecon.2008.01.006&partnerID=40&md5=2dc81c37debafaea55356763547ee4ef",Article,Scopus,2-s2.0-52049092532
"Longo A., Markandya A., Petrucci M.","14630752700;56349420200;23480487100;","The internalization of externalities in the production of electricity: Willingness to pay for the attributes of a policy for renewable energy",2008,"Ecological Economics","67","1",,"140","152",,147,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-48549090137&doi=10.1016%2fj.ecolecon.2007.12.006&partnerID=40&md5=4b9afe67dc99cb34e329ae7864db3678",Article,Scopus,2-s2.0-48549090137
"Caparrós A., Oviedo J.L., Campos P.","55581674300;16029644800;7005168290;","Would you choose your preferred option? Comparing choice and recoded ranking experiments",2008,"American Journal of Agricultural Economics","90","3",,"843","855",,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-45449118730&doi=10.1111%2fj.1467-8276.2008.01137.x&partnerID=40&md5=e3f662ff91debec9b6c38f75f95ecc41",Article,Scopus,2-s2.0-45449118730
"Carlsson F., Martinsson P.","7006565467;7003959490;","How much is too much? An investigation of the effect of the number of choice sets, context dependence and the choice of bid vectors in choice experiments",2008,"Environmental and Resource Economics","40","2",,"165","176",,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43849086990&doi=10.1007%2fs10640-007-9146-z&partnerID=40&md5=7980db61d80fa7d060fd9e72c9d0e84e",Article,Scopus,2-s2.0-43849086990
"Roessler R., Drucker A.G., Scarpa R., Markemann A., Lemke U., Thuy L.T., Valle Zárate A.","24177108000;14037196500;7101679887;24177255200;14037707200;7004021769;6603118823;","Using choice experiments to assess smallholder farmers' preferences for pig breeding traits in different production systems in North-West Vietnam",2008,"Ecological Economics","66","1",,"184","192",,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449106490&doi=10.1016%2fj.ecolecon.2007.08.023&partnerID=40&md5=7756d8e62046c8e650cb45471ce26d54",Article,Scopus,2-s2.0-43449106490
"Carlsson F., Martinsson P.","7006565467;7003959490;","Does it matter when a power outage occurs? - A choice experiment study on the willingness to pay to avoid power outages",2008,"Energy Economics","30","3",,"1232","1245",,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39749179769&doi=10.1016%2fj.eneco.2007.04.001&partnerID=40&md5=561f60cfbab30dbf51fdff1a51518192",Article,Scopus,2-s2.0-39749179769
"Bergmann A., Colombo S., Hanley N.","23975807600;56268441100;7005750378;","Rural versus urban preferences for renewable energy developments",2008,"Ecological Economics","65","3",,"616","625",,94,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-40749102499&doi=10.1016%2fj.ecolecon.2007.08.011&partnerID=40&md5=8e48d9e5dc20b492e45672d5cf83716b",Article,Scopus,2-s2.0-40749102499
"Schläpfer F., Schmitt M., Roschewitz A.","57203790434;56269706700;23976712800;","Competitive politics, simplified heuristics, and preferences for public goods",2008,"Ecological Economics","65","3",,"574","589",,14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-40749094442&doi=10.1016%2fj.ecolecon.2007.08.008&partnerID=40&md5=abe9d953ff7616cae47ee11b48365a44",Article,Scopus,2-s2.0-40749094442
"Shapansky B., Adamowicz W.L., Boxall P.C.","23976527300;7003604078;26540876200;","Assessing information provision and respondent involvement effects on preferences",2008,"Ecological Economics","65","3",,"626","635",,14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-40749154860&doi=10.1016%2fj.ecolecon.2007.08.012&partnerID=40&md5=267432fc8db821b50568f5e41570887a",Article,Scopus,2-s2.0-40749154860
"Meyerhoff J., Liebe U.","12784168600;23982874600;","Do protest responses to a contingent valuation question and a choice experiment differ?",2008,"Environmental and Resource Economics","39","4",,"433","446",,49,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41049084281&doi=10.1007%2fs10640-007-9134-3&partnerID=40&md5=0191c2c6431771752e8cecf0d3c841c1",Article,Scopus,2-s2.0-41049084281
"Barkmann J., Glenk K., Keil A., Leemhuis C., Dietrich N., Gerold G., Marggraf R.","57108781500;16244931900;8561968800;13402991200;23388195700;6602703924;6507044098;","Confronting unfamiliarity with ecosystem functions: The case for an ecosystem service approach to environmental valuation with stated preference methods",2008,"Ecological Economics","65","1",,"48","62",,84,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149096613&doi=10.1016%2fj.ecolecon.2007.12.002&partnerID=40&md5=e5b8439553df9ce2115f49174cd9713c",Article,Scopus,2-s2.0-39149096613
"Banfi S., Farsi M., Filippini M., Jakob M.","23093217600;8521880800;7004549654;7005489840;","Willingness to pay for energy-saving measures in residential buildings",2008,"Energy Economics","30","2",,"503","516",,167,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-37349052126&doi=10.1016%2fj.eneco.2006.06.001&partnerID=40&md5=c94f4f975c1ae348334c23c95a99671c",Article,Scopus,2-s2.0-37349052126
"Carlsson F., Kataria M.","7006565467;26648777400;","Assessing management options for weed control with demanders and non-demanders in a choice experiment",2008,"Land Economics","84","3",,"517","528",,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-48749092224&doi=10.3368%2fle.84.3.517&partnerID=40&md5=3211f7c0ea36ed6465342016bcfe8007",Article,Scopus,2-s2.0-48749092224
"Campbell D., Hutchinson W.G., Scarpa R.","56857858800;7006497149;7101679887;","Incorporating discontinuous preferences into the analysis of discrete choice experiments",2008,"Environmental and Resource Economics","41","3",,"401","417",,92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949148191&doi=10.1007%2fs10640-008-9198-8&partnerID=40&md5=989b36f346095c72d5419011968b209a",Article,Scopus,2-s2.0-52949148191
"Colombo S., Hanley N.","56268441100;7005750378;","How can we reduce the errors from benefits transfer? An investigation using the choice experiment method",2008,"Land Economics","84","1",,"128","147",,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41449117247&doi=10.3368%2fle.84.1.128&partnerID=40&md5=abdd244a9f2621edf21b9972bd028d72",Article,Scopus,2-s2.0-41449117247
"Mansfield C., Phaneuf D.J., Johnson F.R., Yang J.-C., Beach R.","7102568660;35567283400;55046773300;8284443100;15838564100;","Preferences for public lands management under competing uses: The case of Yellowstone National Park",2008,"Land Economics","84","2",,"282","305",,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44649094045&doi=10.3368%2fle.84.2.282&partnerID=40&md5=2c8745bbeea72e527dc653d51dcc1237",Article,Scopus,2-s2.0-44649094045
"Bateman I.J., Munro A., Poe G.L.","7005934781;35121849800;7003965603;","Decoy effects in choice experiments and contingent valuation: Asymmetric dominance",2008,"Land Economics","84","1",,"115","127",,32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41449083066&doi=10.3368%2fle.84.1.115&partnerID=40&md5=782cd521513259a352c8176296c0bd44",Article,Scopus,2-s2.0-41449083066
"Johnston R.J.","7403679025;","Choice experiments, site similarity and benefits transfer",2007,"Environmental and Resource Economics","38","3",,"331","351",,38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148884368&doi=10.1007%2fs10640-006-9073-4&partnerID=40&md5=f5d38f399052115e755786016b9d1ba2",Article,Scopus,2-s2.0-35148884368
"Ouma E., Abdulai A., Drucker A.","22136234300;6603916682;14037196500;","Measuring heterogeneous preferences for cattle traits among cattle-keeping households in East Africa",2007,"American Journal of Agricultural Economics","89","4",,"1005","1019",,71,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848851057&doi=10.1111%2fj.1467-8276.2007.01022.x&partnerID=40&md5=ad94f800851a43f5eabc1f4a84f22c63",Article,Scopus,2-s2.0-34848851057
"Johnston R.J., Duke J.M.","7403679025;7102496030;","Willingness to pay for agricultural land preservation and policy process attributes: Does the method matter?",2007,"American Journal of Agricultural Economics","89","4",,"1098","1115",,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848813192&doi=10.1111%2fj.1467-8276.2007.01029.x&partnerID=40&md5=5cd114d35906b4977ae6adade0486ab0",Article,Scopus,2-s2.0-34848813192
"Moran D., McVittie A., Allcroft D.J., Elston D.A.","57196944257;12797728400;6603239116;7103398985;","Quantifying public preferences for agri-environmental policy in Scotland: A comparison of methods",2007,"Ecological Economics","63","1",,"42","53",,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249715204&doi=10.1016%2fj.ecolecon.2006.09.018&partnerID=40&md5=cec2d2e1399b33793b67d22a724408c9",Article,Scopus,2-s2.0-34249715204
"Ferrini S., Scarpa R.","16401152200;7101679887;","Designs with a priori information for nonmarket valuation with choice experiments: A Monte Carlo study",2007,"Journal of Environmental Economics and Management","53","3",,"342","363",,233,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249750510&doi=10.1016%2fj.jeem.2006.10.007&partnerID=40&md5=8d9b51b641fa5947b6636336032d1cf7",Article,Scopus,2-s2.0-34249750510
"Colombo S., Calatrava-Requena J., Hanley N.","56268441100;8317958300;7005750378;","Testing choice experiment for benefit transfer with preference heterogeneity",2007,"American Journal of Agricultural Economics","89","1",,"135","151",,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846923885&doi=10.1111%2fj.1467-8276.2007.00968.x&partnerID=40&md5=f078d0b4b7802e9129eeb081831d169d",Article,Scopus,2-s2.0-33846923885
"Carlsson F., Frykblom P., Lagerkvist C.J.","7006565467;6507177093;8515509000;","Consumer benefits of labels and bans on GM foods - Choice experiments with Swedish consumers",2007,"American Journal of Agricultural Economics","89","1",,"152","161",,72,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846934532&doi=10.1111%2fj.1467-8276.2007.00969.x&partnerID=40&md5=b1c54d4fd6c640bbcb17606b6bbe515a",Article,Scopus,2-s2.0-33846934532
"Álvarez-Farizo B., Hanley N., Barberán R., Lázaro A.","6506098810;7005750378;6507978240;7005716324;","Choice modeling at the ""market stall"": Individual versus collective interest in environmental valuation",2007,"Ecological Economics","60","4",,"743","751",,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846600437&doi=10.1016%2fj.ecolecon.2006.01.009&partnerID=40&md5=5f4b343006bdf226997ecedebb281506",Article,Scopus,2-s2.0-33846600437
"Caplan A., Grijalva T., Jackson-Smith D.","7202632063;6506945201;6602564318;","Using choice question formats to determine compensable values: The case of a landfill-siting process",2007,"Ecological Economics","60","4",,"834","846",,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846642137&doi=10.1016%2fj.ecolecon.2006.02.015&partnerID=40&md5=4a85b2f33550892eba77cf12ffd473e2",Article,Scopus,2-s2.0-33846642137
"Scarpa R., Campbell D., Hutchinson W.G.","7101679887;56857858800;7006497149;","Benefit estimates for landscape improvements: Sequential Bayesian design and respondents' rationality in a choice experiment",2007,"Land Economics","83","4",,"617","634",,99,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548234687&doi=10.3368%2fle.83.4.617&partnerID=40&md5=5f5099c5481b0c933a76575d0b2a3d61",Article,Scopus,2-s2.0-34548234687
"Alfnes F., Guttormsen A.G., Steine G., Kolstad K.","7801410199;7003457009;15021188000;7003649252;","Consumers' willingness to pay for the color of salmon: A choice experiment with real economic incentives",2006,"American Journal of Agricultural Economics","88","4",,"1050","1061",,151,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750046331&doi=10.1111%2fj.1467-8276.2006.00915.x&partnerID=40&md5=9e7e469c018549dd6040d7e634478804",Article,Scopus,2-s2.0-33750046331
"Birol E., Karousakis K., Koundouri P.","14059648600;14060300000;14060612200;","Using a choice experiment to account for preference heterogeneity in wetland attributes: The case of Cheimaditida wetland in Greece",2006,"Ecological Economics","60","1",,"145","156",,214,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749626273&doi=10.1016%2fj.ecolecon.2006.06.002&partnerID=40&md5=4ef8e4a6cfedb592bd1b38db8eb1a147",Article,Scopus,2-s2.0-33749626273
"Sælensminde K.","6602489565;","Causes and consequences of lexicographic choices in stated choice studies",2006,"Ecological Economics","59","3",,"331","340",,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748102631&doi=10.1016%2fj.ecolecon.2005.11.001&partnerID=40&md5=53f02a0f17297715ad97c72a0e852ec1",Article,Scopus,2-s2.0-33748102631
"Colombo S., Calatrava-Requena J., Hanley N.","56268441100;8317958300;7005750378;","Analysing the social benefits of soil conservation measures using stated preference methods",2006,"Ecological Economics","58","4",,"850","861",,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744525816&doi=10.1016%2fj.ecolecon.2005.09.010&partnerID=40&md5=54aafc91cd3e8f04bb53eff4555fb1b3",Article,Scopus,2-s2.0-33744525816
"Christie M., Hanley N., Warren J., Murphy K., Wright R., Hyde T.","7102359765;7005750378;7402212691;7402864036;7403912271;13609090100;","Valuing the diversity of biodiversity",2006,"Ecological Economics","58","2",,"304","317",,196,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646782571&doi=10.1016%2fj.ecolecon.2005.07.034&partnerID=40&md5=9b2dde2752b106141a722e1fd5c82ea8",Article,Scopus,2-s2.0-33646782571
"Jin J., Wang Z., Ran S.","57199207196;7410049335;13103647500;","Comparison of contingent valuation and choice experiment in solid waste management programs in Macao",2006,"Ecological Economics","57","3",,"430","441",,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646132736&doi=10.1016%2fj.ecolecon.2005.04.020&partnerID=40&md5=8a967ff34ca9fbb49c1456c60a95111b",Article,Scopus,2-s2.0-33646132736
"Louviere J.J.","7004145149;","What you don't know might hurt you: Some unresolved issues in the design and analysis of discrete choice experiments",2006,"Environmental and Resource Economics","34","1",,"173","188",,59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645549260&doi=10.1007%2fs10640-005-4817-0&partnerID=40&md5=46a04e9ab50c5ee032ac24f7205f05ae",Article,Scopus,2-s2.0-33645549260
"Norwood F.B., Henneberry S.R.","8705689600;6602789118;","Show me the money! The value of college graduate attributes as expressed by employers and perceived by students",2006,"American Journal of Agricultural Economics","88","2",,"484","498",,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645729840&doi=10.1111%2fj.1467-8276.2006.00873.x&partnerID=40&md5=7216e564e2889b2118d625d3a2955627",Article,Scopus,2-s2.0-33645729840
"Álvarez-Farizo B., Hanley N.","6506098810;7005750378;","Improving the process of valuing non-market benefits: Combining citizen's juries with choice modelling",2006,"Land Economics","82","3",,"465","478",,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747028811&doi=10.3368%2fle.82.3.465&partnerID=40&md5=57457042c1f2395b3f9c30e5e349c811",Article,Scopus,2-s2.0-33747028811
"Hensher D., Shore N., Train K.","7006695697;9739636900;7003665729;","Households' willingness to pay for water service attributes",2005,"Environmental and Resource Economics","32","4",,"509","531",,111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28544433114&doi=10.1007%2fs10640-005-7686-7&partnerID=40&md5=2cd4e0d9b99f707b198d54f149c5c25f",Article,Scopus,2-s2.0-28544433114
"Von Haefen R.H., Massey D.M., Adamowicz W.L.","6603255318;14031715200;7003604078;","Serial nonpanticipation in repeated discrete choice models",2005,"American Journal of Agricultural Economics","87","4",,"1061","1076",,53,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144447749&doi=10.1111%2fj.1467-8276.2005.00794.x&partnerID=40&md5=cc115145e97a5f7b6e536b89f2c5b125",Article,Scopus,2-s2.0-29144447749
"Wattage P., Mardle S., Pascoe S.","7801599735;22958017600;7003873213;","Evaluation of the importance of fisheries management objectives using choice-experiments",2005,"Ecological Economics","55","1",,"85","95",,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24344436848&doi=10.1016%2fj.ecolecon.2004.10.016&partnerID=40&md5=628945eb479ad3fb51b054aee23d5383",Article,Scopus,2-s2.0-24344436848
"Powe N.A., Garrod G.D., McMahon P.L.","57193362812;7004260254;7101858847;","Mixing methods within stated preference environmental valuation: Choice experiments and post-questionnaire qualitative analysis",2005,"Ecological Economics","52","4",,"513","526",,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-16244413636&doi=10.1016%2fj.ecolecon.2004.06.022&partnerID=40&md5=d7cd88979fbd4681b34771533ddd05bf",Article,Scopus,2-s2.0-16244413636
"McGonagle M.P., Swallow S.K.","8654437000;7004241597;","Open space and public access: A contingent choice application to coastal preservation",2005,"Land Economics","81","4",,"477","495",,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23744441539&doi=10.3368%2fle.81.4.477&partnerID=40&md5=d3b0c042aca895ab229b046770e29de0",Article,Scopus,2-s2.0-23744441539
"Li C.-Z., Kuuluvainen J., Pouta E., Rekola M., Tahvonen O.","7501677847;6603369311;6603599994;56360050500;7004912181;","Using choice experiments to value the natura 2000 nature conservation programs in Finland",2004,"Environmental and Resource Economics","29","3",,"361","374",,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-7744232647&doi=10.1007%2fs10640-004-9455-4&partnerID=40&md5=a66c9954262246371a598069b1c0f7eb",Article,Scopus,2-s2.0-7744232647
"Swallow S.K., Mazzotta M.J.","7004241597;6701731825;","Assessing public priorities for experiment station research: Contingent value and public preferences for agricultural research",2004,"American Journal of Agricultural Economics","86","4",,"975","989",,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-7544241577&doi=10.1111%2fj.0002-9092.2004.00647.x&partnerID=40&md5=62acb09a4765fe33bd100f4333905356",Article,Scopus,2-s2.0-7544241577
"Vázquez Rodríguez M.X., León C.J.","13805337800;7101886256;","Altruism and the economic values of environmental and social policies",2004,"Environmental and Resource Economics","28","2",,"233","249",,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4043169980&doi=10.1023%2fB%3aEARE.0000029919.95464.0b&partnerID=40&md5=9f7867b836d687508b6814465f09c40b",Article,Scopus,2-s2.0-4043169980
"Lusk J.L., Schroeder T.C.","7004997535;7202054130;","Are choice experiments incentive compatible? A test with quality differentiated beef steaks",2004,"American Journal of Agricultural Economics","86","2",,"467","482",,307,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142815787&doi=10.1111%2fj.0092-5853.2004.00592.x&partnerID=40&md5=cf8266abccce3a3267864da14d434532",Article,Scopus,2-s2.0-2142815787
"Eggert H., Martinsson P.","7006132452;7003959490;","Are commercial fishers risk-lovers?",2004,"Land Economics","80","4",,"550","560",,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-9944249456&doi=10.2307%2f3655810&partnerID=40&md5=e298bd5ca5e03ee03026e0cd9eff28f9",Article,Scopus,2-s2.0-9944249456
"Johnston R.J., Swallow S.K., Tyrrell T.J., Bauer D.M.","7403679025;7004241597;7004187452;7202230874;","Rural amenity values and length of residency",2003,"American Journal of Agricultural Economics","85","4",,"1000","1015",,16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344155081&doi=10.1111%2f1467-8276.00503&partnerID=40&md5=d6882f1a7f6ef291dfec7cb6c09dfe3c",Article,Scopus,2-s2.0-0344155081
"Foster V., Mourato S.","7006862665;6602496157;","Elicitation format and sensitivity to scope: Do contingent valuation and choice experiments give the same results?",2003,"Environmental and Resource Economics","24","2",,"141","160",,54,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037311310&doi=10.1023%2fA%3a1022856329552&partnerID=40&md5=ed3a1ad49138dbc7a326e713c5233369",Article,Scopus,2-s2.0-0037311310
"Lusk J.L., Roosen J., Fox J.A.","7004997535;55418871000;23488607000;","Demand for beef from cattle administered growth hormones or fed genetically modified corn: A comparison of consumers in France, Germany, the United Kingdom, and the United States",2003,"American Journal of Agricultural Economics","84","1",,"16","29",,282,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037324614&partnerID=40&md5=66ce19e2155630fc7594d96b5c3eaa80",Article,Scopus,2-s2.0-0037324614
"Carlsson F., Frykblom P., Liljenstolpe C.","7006565467;6507177093;6504604729;","Valuing wetland attributes: An application of choice experiments",2003,"Ecological Economics","47","1",,"95","103",,177,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345446702&doi=10.1016%2fj.ecolecon.2002.09.003&partnerID=40&md5=68ff3c088cd357ca4e91530041fd8d65",Article,Scopus,2-s2.0-0345446702
"Horne P., Petäjistö L.","8260190300;15829939400;","Preferences for alternative moose management regimes among Finnish landowners: A choice experiment approach",2003,"Land Economics","79","4",,"472","482",,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0942269557&doi=10.2307%2f3147294&partnerID=40&md5=3ef71eb8329af395961ba576c6b28339",Article,Scopus,2-s2.0-0942269557
"Scarpa R., Drucker A.G., Anderson S., Ferraes-Ehuan N., Gómez V., Risopatrón C.R., Rubio-Leonel O.","7101679887;14037196500;57189535230;6504321680;7005318897;6504001493;6505616005;","Valuing genetic resources in peasant economies: The case of 'hairless' creole pigs in Yucatan",2003,"Ecological Economics","45","3",,"427","443",,80,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344005440&doi=10.1016%2fS0921-8009%2803%2900095-8&partnerID=40&md5=9c74f56bb844efbdfc44adcb23413d4e",Article,Scopus,2-s2.0-0344005440
"Scarpa R., Ruto E.S.K., Kristjanson P., Radeny M., Drucker A.G., Rege J.E.O.","7101679887;57203673256;23027924300;15059524400;14037196500;7006206951;","Valuing indigenous cattle breeds in Kenya: An empirical comparison of stated and revealed preference value estimates",2003,"Ecological Economics","45","3",,"409","426",,104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344436674&doi=10.1016%2fS0921-8009%2803%2900094-6&partnerID=40&md5=4032fc400166ca1c24e71c99fed9fd06",Article,Scopus,2-s2.0-0344436674
"Lupi F., Kaplowitz M.D., Hoehn J.P.","6701734845;7003313955;7005649244;","The economic equivalency of drained and restored wetlands in Michigan",2002,"American Journal of Agricultural Economics","84","5",,"1355","1361",,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036946478&partnerID=40&md5=d6df10f8e37b1f226c7884e1fb7f5d5d",Article,Scopus,2-s2.0-0036946478
"Boxall P.C., Adamowicz W.L.","26540876200;7003604078;","Understanding heterogeneous preferences in random utility models: A latent class approach",2002,"Environmental and Resource Economics","23","4",,"421","446",,461,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036963181&doi=10.1023%2fA%3a1021351721619&partnerID=40&md5=16b2ac24d923039d3bfc0eae504e69a6",Article,Scopus,2-s2.0-0036963181
"Sælensminde K.","6602489565;","The impact of choice inconsistencies in Stated Choice studies",2002,"Environmental and Resource Economics","23","4",,"403","420",,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036960768&doi=10.1023%2fA%3a1021358826808&partnerID=40&md5=b8b33ecdebbbe34b44de41c31e801909",Article,Scopus,2-s2.0-0036960768
"Hanley N., Wright R.E., Koop G.","7005750378;7403912271;7003739525;","Modelling recreation demand using choice experiments: Climbing in Scotland",2002,"Environmental and Resource Economics","22","3",,"449","466",,119,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036076665&doi=10.1023%2fA%3a1016077425039&partnerID=40&md5=cc28acd3d949e89a955070f575771fec",Article,Scopus,2-s2.0-0036076665
"San Miguel F., Ryan M., Scott A.","7801420041;7403185259;36986144300;","Are preferences stable? The case of health care",2002,"Journal of Economic Behavior and Organization","48","1",,"1","14",,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036203788&doi=10.1016%2fS0167-2681%2801%2900220-7&partnerID=40&md5=1518997ea3bd56e675fb7ec67e70581c",Article,Scopus,2-s2.0-0036203788
"Haener M.K., Dosman D., Adamowicz W.L., Boxall P.C.","6603321173;6507301920;7003604078;26540876200;","Can stated preference methods be used to value attributes of subsistence hunting by aboriginal peoples? A case study in Northern Saskatchewan",2001,"American Journal of Agricultural Economics","83","5",,"1334","1340",,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035690820&partnerID=40&md5=684339e6754457c1db05899f3ed60822",Article,Scopus,2-s2.0-0035690820
"Carlsson F., Martinsson P.","7006565467;7003959490;","Do hypothetical and actual marginal willingness to pay differ in choice experiments? Application to the valuation of the environment",2001,"Journal of Environmental Economics and Management","41","2",,"179","192",,258,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035705509&doi=10.1006%2fjeem.2000.1138&partnerID=40&md5=17a135dc30708d2ec25925b043c1fb35",Article,Scopus,2-s2.0-0035705509
"Haener M.K., Boxall P.C., Adamowicz W.L.","6603321173;26540876200;7003604078;","Modeling recreation site choice: Do hypothetical choices reflect actual behavior?",2001,"American Journal of Agricultural Economics","83","3",,"629","642",,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034835542&doi=10.1111%2f0002-9092.00183&partnerID=40&md5=6e79324631a2c6481af87d1514cd2f9d",Article,Scopus,2-s2.0-0034835542
"Adamowicz W., Boxall P., Williams M., Louviere J.","7003604078;26540876200;7410005336;7004145149;","Stated preference approaches for measuring passive use values: Choice experiments and contingent valuation",1998,"American Journal of Agricultural Economics","80","1",,"64","75",,593,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002696899&doi=10.2307%2f3180269&partnerID=40&md5=3653e7723707af5797e11ac5f0d81f43",Article,Scopus,2-s2.0-0002696899
"Boxall P.C., Adamowicz W.L., Swait J., Williams M., Louviere J.","26540876200;7003604078;7003362892;7410005336;7004145149;","A comparison of stated preference methods for environmental valuation",1996,"Ecological Economics","18","3",,"243","253",,339,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030222686&doi=10.1016%2f0921-8009%2896%2900039-0&partnerID=40&md5=0e3b718c717ff6ac7cb3a341b6ade1fb",Article,Scopus,2-s2.0-0030222686
"Winter S.G.","7202247306;","Binary choice and the supply of memory",1982,"Journal of Economic Behavior and Organization","3","4",,"277","321",,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346210003&doi=10.1016%2f0167-2681%2882%2990007-5&partnerID=40&md5=cccf0287d7ad9fad5aa68165be792fad",Article,Scopus,2-s2.0-0346210003
